sample,link
TCGA-49-4494,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-49-4494-01Z-00-DX1"">TCGA-49-4494-01Z-00-DX1</a>"
TCGA-4Z-AA83,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-4Z-AA83-01Z-00-DX1"">TCGA-4Z-AA83-01Z-00-DX1</a>"
TCGA-4Z-AA87,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-4Z-AA87-01Z-00-DX1"">TCGA-4Z-AA87-01Z-00-DX1</a>"
TCGA-50-5942,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-50-5942-01Z-00-DX1"">TCGA-50-5942-01Z-00-DX1</a>"
TCGA-50-8459,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-50-8459-01Z-00-DX1"">TCGA-50-8459-01Z-00-DX1</a>"
TCGA-55-6968,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-55-6968-01Z-00-DX1"">TCGA-55-6968-01Z-00-DX1</a>"
TCGA-55-6969,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-55-6969-01Z-00-DX1"">TCGA-55-6969-01Z-00-DX1</a>"
TCGA-55-6978,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-55-6978-01Z-00-DX1"">TCGA-55-6978-01Z-00-DX1</a>"
TCGA-55-7573,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-55-7573-01Z-00-DX1"">TCGA-55-7573-01Z-00-DX1</a>"
TCGA-55-7726,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-55-7726-01Z-00-DX1"">TCGA-55-7726-01Z-00-DX1</a>"
TCGA-55-8092,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-55-8092-01Z-00-DX1"">TCGA-55-8092-01Z-00-DX1</a>"
TCGA-55-8096,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-55-8096-01Z-00-DX1"">TCGA-55-8096-01Z-00-DX1</a>"
TCGA-55-8204,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-55-8204-01Z-00-DX1"">TCGA-55-8204-01Z-00-DX1</a>"
TCGA-55-8301,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-55-8301-01Z-00-DX1"">TCGA-55-8301-01Z-00-DX1</a>"
TCGA-55-8512,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-55-8512-01Z-00-DX1"">TCGA-55-8512-01Z-00-DX1</a>"
TCGA-55-8614,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-55-8614-01Z-00-DX1"">TCGA-55-8614-01Z-00-DX1</a>"
TCGA-55-A48X,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-55-A48X-01Z-00-DX1"">TCGA-55-A48X-01Z-00-DX1</a>"
TCGA-55-A491,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-55-A491-01Z-00-DX1"">TCGA-55-A491-01Z-00-DX1</a>"
TCGA-55-A494,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-55-A494-01Z-00-DX1"">TCGA-55-A494-01Z-00-DX1</a>"
TCGA-56-6545,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-56-6545-01Z-00-DX1"">TCGA-56-6545-01Z-00-DX1</a>"
TCGA-56-7822,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-56-7822-01Z-00-DX1"">TCGA-56-7822-01Z-00-DX1</a>"
TCGA-56-8082,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-56-8082-01Z-00-DX1"">TCGA-56-8082-01Z-00-DX1</a>"
TCGA-56-8625,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-56-8625-01Z-00-DX1"">TCGA-56-8625-01Z-00-DX1</a>"
TCGA-56-A49D,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-56-A49D-01Z-00-DX1"">TCGA-56-A49D-01Z-00-DX1</a>"
TCGA-56-A5DR,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-56-A5DR-01Z-00-DX1"">TCGA-56-A5DR-01Z-00-DX1</a>"
TCGA-58-A46N,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-58-A46N-01Z-00-DX1"">TCGA-58-A46N-01Z-00-DX1</a>"
TCGA-60-2698,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-60-2698-01Z-00-DX1"">TCGA-60-2698-01Z-00-DX1</a>"
TCGA-60-2719,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-60-2719-01Z-00-DX1"">TCGA-60-2719-01Z-00-DX1</a>"
TCGA-63-7021,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-63-7021-01Z-00-DX1"">TCGA-63-7021-01Z-00-DX1</a>"
TCGA-63-7023,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-63-7023-01Z-00-DX1"">TCGA-63-7023-01Z-00-DX1</a>"
TCGA-63-A5MP,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-63-A5MP-01Z-00-DX1"">TCGA-63-A5MP-01Z-00-DX1</a>"
TCGA-66-2755,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-66-2755-01Z-00-DX1"">TCGA-66-2755-01Z-00-DX1</a>"
TCGA-66-2768,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-66-2768-01Z-00-DX1"">TCGA-66-2768-01Z-00-DX1</a>"
TCGA-66-2771,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-66-2771-01Z-00-DX1"">TCGA-66-2771-01Z-00-DX1</a>"
TCGA-66-2794,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-66-2794-01Z-00-DX1"">TCGA-66-2794-01Z-00-DX1</a>"
TCGA-67-3773,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-67-3773-01Z-00-DX1"">TCGA-67-3773-01Z-00-DX1</a>"
TCGA-68-7757,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-68-7757-01Z-00-DX1"">TCGA-68-7757-01Z-00-DX1</a>"
TCGA-6A-AB49,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-6A-AB49-01Z-00-DX1"">TCGA-6A-AB49-01Z-00-DX1</a>"
TCGA-73-4668,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-73-4668-01Z-00-DX1"">TCGA-73-4668-01Z-00-DX1</a>"
TCGA-75-5147,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-75-5147-01Z-00-DX1"">TCGA-75-5147-01Z-00-DX1</a>"
TCGA-77-7139,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-77-7139-01Z-00-DX1"">TCGA-77-7139-01Z-00-DX1</a>"
TCGA-77-7141,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-77-7141-01Z-00-DX1"">TCGA-77-7141-01Z-00-DX1</a>"
TCGA-77-7338,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-77-7338-01Z-00-DX1"">TCGA-77-7338-01Z-00-DX1</a>"
TCGA-77-8130,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-77-8130-01Z-00-DX1"">TCGA-77-8130-01Z-00-DX1</a>"
TCGA-77-8154,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-77-8154-01Z-00-DX1"">TCGA-77-8154-01Z-00-DX1</a>"
TCGA-79-5596,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-79-5596-01Z-00-DX1"">TCGA-79-5596-01Z-00-DX1</a>"
TCGA-80-5607,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-80-5607-01Z-00-DX1"">TCGA-80-5607-01Z-00-DX1</a>"
TCGA-85-6560,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-85-6560-01Z-00-DX1"">TCGA-85-6560-01Z-00-DX1</a>"
TCGA-85-7697,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-85-7697-01Z-00-DX1"">TCGA-85-7697-01Z-00-DX1</a>"
TCGA-85-A4CN,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-85-A4CN-01Z-00-DX1"">TCGA-85-A4CN-01Z-00-DX1</a>"
TCGA-85-A4JB,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-85-A4JB-01Z-00-DX1"">TCGA-85-A4JB-01Z-00-DX1</a>"
TCGA-85-A4QQ,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-85-A4QQ-01Z-00-DX1"">TCGA-85-A4QQ-01Z-00-DX1</a>"
TCGA-85-A50M,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-85-A50M-01Z-00-DX1"">TCGA-85-A50M-01Z-00-DX1</a>"
TCGA-92-8065,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-92-8065-01Z-00-DX1"">TCGA-92-8065-01Z-00-DX1</a>"
TCGA-94-8491,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-94-8491-01Z-00-DX1"">TCGA-94-8491-01Z-00-DX1</a>"
TCGA-95-7039,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-95-7039-01Z-00-DX1"">TCGA-95-7039-01Z-00-DX1</a>"
TCGA-95-7043,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-95-7043-01Z-00-DX1"">TCGA-95-7043-01Z-00-DX1</a>"
TCGA-95-7562,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-95-7562-01Z-00-DX1"">TCGA-95-7562-01Z-00-DX1</a>"
TCGA-97-7546,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-97-7546-01Z-00-DX1"">TCGA-97-7546-01Z-00-DX1</a>"
TCGA-97-8177,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-97-8177-01Z-00-DX1"">TCGA-97-8177-01Z-00-DX1</a>"
TCGA-97-A4M3,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-97-A4M3-01Z-00-DX1"">TCGA-97-A4M3-01Z-00-DX1</a>"
TCGA-98-8020,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-98-8020-01Z-00-DX1"">TCGA-98-8020-01Z-00-DX1</a>"
TCGA-98-A53H,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-98-A53H-01Z-00-DX1"">TCGA-98-A53H-01Z-00-DX1</a>"
TCGA-98-A53J,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-98-A53J-01Z-00-DX1"">TCGA-98-A53J-01Z-00-DX1</a>"
TCGA-99-8033,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-99-8033-01Z-00-DX1"">TCGA-99-8033-01Z-00-DX1</a>"
TCGA-A1-A0SB,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A1-A0SB-01Z-00-DX1"">TCGA-A1-A0SB-01Z-00-DX1</a>"
TCGA-A1-A0SF,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A1-A0SF-01Z-00-DX1"">TCGA-A1-A0SF-01Z-00-DX1</a>"
TCGA-A2-A0CS,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A2-A0CS-01Z-00-DX1"">TCGA-A2-A0CS-01Z-00-DX1</a>"
TCGA-A2-A0D0,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A2-A0D0-01Z-00-DX1"">TCGA-A2-A0D0-01Z-00-DX1</a>"
TCGA-A2-A0EN,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A2-A0EN-01Z-00-DX1"">TCGA-A2-A0EN-01Z-00-DX1</a>"
TCGA-A2-A0EP,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A2-A0EP-01Z-00-DX1"">TCGA-A2-A0EP-01Z-00-DX1</a>"
TCGA-A2-A0T0,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A2-A0T0-01Z-00-DX1"">TCGA-A2-A0T0-01Z-00-DX1</a>"
TCGA-A2-A0YH,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A2-A0YH-01Z-00-DX1"">TCGA-A2-A0YH-01Z-00-DX1</a>"
TCGA-A2-A1G1,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A2-A1G1-01Z-00-DX1"">TCGA-A2-A1G1-01Z-00-DX1</a>"
TCGA-A2-A3XV,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A2-A3XV-01Z-00-DX1"">TCGA-A2-A3XV-01Z-00-DX1</a>"
TCGA-A2-A3XW,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A2-A3XW-01Z-00-DX1"">TCGA-A2-A3XW-01Z-00-DX1</a>"
TCGA-A2-A3XY,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A2-A3XY-01Z-00-DX1"">TCGA-A2-A3XY-01Z-00-DX1</a>"
TCGA-A2-A4RW,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A2-A4RW-01Z-00-DX1"">TCGA-A2-A4RW-01Z-00-DX1</a>"
TCGA-A5-A0G2,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A5-A0G2-01Z-00-DX1"">TCGA-A5-A0G2-01Z-00-DX1</a>"
TCGA-A5-A0G3,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A5-A0G3-01Z-00-DX1"">TCGA-A5-A0G3-01Z-00-DX1</a>"
TCGA-A5-A0G9,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A5-A0G9-01Z-00-DX1"">TCGA-A5-A0G9-01Z-00-DX1</a>"
TCGA-A5-A0GP,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A5-A0GP-01Z-00-DX1"">TCGA-A5-A0GP-01Z-00-DX1</a>"
TCGA-A5-A1OJ,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A5-A1OJ-01Z-00-DX1"">TCGA-A5-A1OJ-01Z-00-DX1</a>"
TCGA-A6-4107,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A6-4107-01Z-00-DX1"">TCGA-A6-4107-01Z-00-DX1</a>"
TCGA-A6-5659,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A6-5659-01Z-00-DX1"">TCGA-A6-5659-01Z-00-DX1</a>"
TCGA-A6-6650,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A6-6650-01Z-00-DX1"">TCGA-A6-6650-01Z-00-DX1</a>"
TCGA-A7-A0CE,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A7-A0CE-01Z-00-DX1"">TCGA-A7-A0CE-01Z-00-DX1</a>"
TCGA-A8-A075,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A8-A075-01Z-00-DX1"">TCGA-A8-A075-01Z-00-DX1</a>"
TCGA-A8-A08G,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A8-A08G-01Z-00-DX1"">TCGA-A8-A08G-01Z-00-DX1</a>"
TCGA-A8-A08R,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A8-A08R-01Z-00-DX1"">TCGA-A8-A08R-01Z-00-DX1</a>"
TCGA-A8-A092,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A8-A092-01Z-00-DX1"">TCGA-A8-A092-01Z-00-DX1</a>"
TCGA-A8-A097,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A8-A097-01Z-00-DX1"">TCGA-A8-A097-01Z-00-DX1</a>"
TCGA-A8-A09N,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-A8-A09N-01Z-00-DX1"">TCGA-A8-A09N-01Z-00-DX1</a>"
TCGA-AA-3529,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-3529-01Z-00-DX1"">TCGA-AA-3529-01Z-00-DX1</a>"
TCGA-AA-3666,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-3666-01Z-00-DX1"">TCGA-AA-3666-01Z-00-DX1</a>"
TCGA-AA-3819,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-3819-01Z-00-DX1"">TCGA-AA-3819-01Z-00-DX1</a>"
TCGA-AA-3858,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-3858-01Z-00-DX1"">TCGA-AA-3858-01Z-00-DX1</a>"
TCGA-AA-3870,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-3870-01Z-00-DX1"">TCGA-AA-3870-01Z-00-DX1</a>"
TCGA-AA-3956,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-3956-01Z-00-DX1"">TCGA-AA-3956-01Z-00-DX1</a>"
TCGA-AA-3977,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-3977-01Z-00-DX1"">TCGA-AA-3977-01Z-00-DX1</a>"
TCGA-AA-3982,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-3982-01Z-00-DX1"">TCGA-AA-3982-01Z-00-DX1</a>"
TCGA-AA-A00W,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-A00W-01Z-00-DX1"">TCGA-AA-A00W-01Z-00-DX1</a>"
TCGA-AA-A010,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-A010-01Z-00-DX1"">TCGA-AA-A010-01Z-00-DX1</a>"
TCGA-AA-A01C,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-A01C-01Z-00-DX1"">TCGA-AA-A01C-01Z-00-DX1</a>"
TCGA-AA-A01G,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-A01G-01Z-00-DX1"">TCGA-AA-A01G-01Z-00-DX1</a>"
TCGA-AA-A01I,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-A01I-01Z-00-DX1"">TCGA-AA-A01I-01Z-00-DX1</a>"
TCGA-AA-A01Q,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-A01Q-01Z-00-DX1"">TCGA-AA-A01Q-01Z-00-DX1</a>"
TCGA-AA-A01S,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AA-A01S-01Z-00-DX1"">TCGA-AA-A01S-01Z-00-DX1</a>"
TCGA-AC-A23E,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AC-A23E-01Z-00-DX1"">TCGA-AC-A23E-01Z-00-DX1</a>"
TCGA-AC-A3YJ,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AC-A3YJ-01Z-00-DX1"">TCGA-AC-A3YJ-01Z-00-DX1</a>"
TCGA-AC-A6IX,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AC-A6IX-01Z-00-DX1"">TCGA-AC-A6IX-01Z-00-DX1</a>"
TCGA-AC-A8OP,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AC-A8OP-01Z-00-DX1"">TCGA-AC-A8OP-01Z-00-DX1</a>"
TCGA-AC-A8OQ,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AC-A8OQ-01Z-00-DX1"">TCGA-AC-A8OQ-01Z-00-DX1</a>"
TCGA-AD-6890,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AD-6890-01Z-00-DX1"">TCGA-AD-6890-01Z-00-DX1</a>"
TCGA-AD-6963,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AD-6963-01Z-00-DX1"">TCGA-AD-6963-01Z-00-DX1</a>"
TCGA-AD-6964,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AD-6964-01Z-00-DX1"">TCGA-AD-6964-01Z-00-DX1</a>"
TCGA-AF-2689,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AF-2689-01Z-00-DX1"">TCGA-AF-2689-01Z-00-DX1</a>"
TCGA-AF-2691,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AF-2691-01Z-00-DX1"">TCGA-AF-2691-01Z-00-DX1</a>"
TCGA-AF-3400,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AF-3400-01Z-00-DX1"">TCGA-AF-3400-01Z-00-DX1</a>"
TCGA-AF-5654,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AF-5654-01Z-00-DX1"">TCGA-AF-5654-01Z-00-DX1</a>"
TCGA-AF-6655,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AF-6655-01Z-00-DX1"">TCGA-AF-6655-01Z-00-DX1</a>"
TCGA-AG-3593,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AG-3593-01Z-00-DX1"">TCGA-AG-3593-01Z-00-DX1</a>"
TCGA-AG-3726,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AG-3726-01Z-00-DX1"">TCGA-AG-3726-01Z-00-DX1</a>"
TCGA-AG-3728,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AG-3728-01Z-00-DX1"">TCGA-AG-3728-01Z-00-DX1</a>"
TCGA-AG-4015,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AG-4015-01Z-00-DX1"">TCGA-AG-4015-01Z-00-DX1</a>"
TCGA-AG-A002,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AG-A002-01Z-00-DX1"">TCGA-AG-A002-01Z-00-DX1</a>"
TCGA-AG-A008,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AG-A008-01Z-00-DX1"">TCGA-AG-A008-01Z-00-DX1</a>"
TCGA-AG-A026,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AG-A026-01Z-00-DX1"">TCGA-AG-A026-01Z-00-DX1</a>"
TCGA-AG-A02G,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AG-A02G-01Z-00-DX1"">TCGA-AG-A02G-01Z-00-DX1</a>"
TCGA-AH-6897,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-AH-6897-01Z-00-DX1"">TCGA-AH-6897-01Z-00-DX1</a>"
